work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP18152/2025-2026/239727,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.0% of sanctioned budget is represented by expenditure transactions (₹198,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18152/2025-2026/239727,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18152/2025-2026/239727,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 198000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹198,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2025-2026/239748,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Sanction',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹200,000.00) while project status remains officially in 'Sanction'."
WS/MP18152/2025-2026/239748,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Sanction, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Sanction').
WS/MP18152/2025-2026/239748,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2025-2026/258374,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹99,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18152/2025-2026/258374,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18152/2025-2026/258374,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 99000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹99,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2026-2027/293508,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹249,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18152/2026-2027/293508,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18152/2026-2027/293508,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 249000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹249,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/193121,FIN_DUP_EXPOSURE_MOD,financial_integrity,Moderate,25,8.3%,>= 5% duplicate expenditure ratio,"Potential duplicate disbursements total ₹50,000.00, representing 8.3% of total recorded expenditure (₹600,000.00)."
WS/MP380/2025-2026/193121,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP380/2025-2026/193121,TX_SLICING_HIGH,transaction_pattern,Moderate,20,11,>= 6 transactions,Expenditure is fragmented across 11 separate payment transactions (P95 percentile).
WS/MP380/2025-2026/193121,TX_VENDOR_SPRAWL_EXTREME,transaction_pattern,High,35,8,>= 8 vendors,Expenditure is disbursed across 8 distinct contracting entities for this work (top 1% percentile).
WS/MP380/2025-2026/193121,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 600000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹600,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/209170,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP380/2025-2026/209170,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 300000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹300,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/209175,FIN_DUP_EXPOSURE_MOD,financial_integrity,Moderate,25,17.7%,>= 5% duplicate expenditure ratio,"Potential duplicate disbursements total ₹49,416.00, representing 17.7% of total recorded expenditure (₹279,898.00)."
WS/MP380/2025-2026/209175,FIN_SEVERE_UNDER_UTIL,financial_integrity,Moderate,20,28.0%,< 40% expenditure ratio at completion,"Work completed with only 28.0% of sanctioned budget spent (₹279,898.00 spent of ₹1,000,000.00 sanctioned)."
WS/MP380/2025-2026/209175,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP380/2025-2026/209175,TX_SLICING_HIGH,transaction_pattern,Moderate,20,7,>= 6 transactions,Expenditure is fragmented across 7 separate payment transactions (P95 percentile).
WS/MP380/2025-2026/209159,TX_SLICING_HIGH,transaction_pattern,Moderate,20,9,>= 6 transactions,Expenditure is fragmented across 9 separate payment transactions (P95 percentile).
WS/MP380/2025-2026/209159,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,4,>= 3 vendors,Expenditure is disbursed across 4 distinct contracting entities (P90 percentile).
WS/MP380/2025-2026/209159,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 296820.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹296,820.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/213878,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,57,46.6%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹93,200.00, representing 46.6% of total recorded expenditure (₹200,000.00)."
WS/MP380/2025-2026/213878,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,2 excess copies (3 participating),>= 1 excess duplicate transaction,3 transactions participate in duplicate groups (2 excess redundant copies across 1 clusters).
WS/MP380/2025-2026/220672,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹1,925,465.00) while project status remains officially in 'Vendor Identification'."
WS/MP380/2025-2026/220672,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP380/2025-2026/220672,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1925465.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,925,465.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/235033,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,87.1% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"87.1% of sanctioned budget is represented by expenditure transactions (₹1,045,081.00) while project status remains officially in 'Vendor Identification'."
WS/MP380/2025-2026/235033,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 87.1%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP380/2025-2026/235033,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1045081.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,045,081.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/235033,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP380/2025-2026/238122,TX_SLICING_HIGH,transaction_pattern,Moderate,20,6,>= 6 transactions,Expenditure is fragmented across 6 separate payment transactions (P95 percentile).
WS/MP380/2025-2026/238122,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,4,>= 3 vendors,Expenditure is disbursed across 4 distinct contracting entities (P90 percentile).
WS/MP380/2025-2026/216855,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,76.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"76.9% of sanctioned budget is represented by expenditure transactions (₹615,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP380/2025-2026/216855,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 76.9%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP380/2025-2026/216855,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 615000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹615,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2025-2026/216855,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP380/2026-2027/279582,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 826757.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹826,757.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP380/2026-2027/279201,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18153/2024-2025/135260,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,625 days,> 445 days since last expenditure,No expenditure transactions recorded for 625 days (P90 delay threshold) on an uncompleted project.
WS/MP18153/2024-2025/167828,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,477 days,> 445 days since last expenditure,No expenditure transactions recorded for 477 days (P90 delay threshold) on an uncompleted project.
WS/MP18153/2024-2025/167828,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 903625.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹903,625.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18153/2024-2025/183043,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,98.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"98.9% of sanctioned budget is represented by expenditure transactions (₹240,327.00) while project status remains officially in 'Vendor Identification'."
WS/MP18153/2024-2025/183043,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 98.9%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18153/2024-2025/183043,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 240327.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹240,327.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18153/2025-2026/247298,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 124640.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹124,640.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18153/2025-2026/274494,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 198500.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹198,500.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18153/2026-2027/274487,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,98.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"98.9% of sanctioned budget is represented by expenditure transactions (₹246,261.00) while project status remains officially in 'Vendor Identification'."
